,pclass,survived,gender,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest
688,3,0,male,29.0,1,0,3460,$7.05 ,,S,,,"Bridgerule, Devon"
689,3,0,male,22.0,1,0,A/5 21171,$7.25 ,,S,,,"Bridgerule, Devon"
690,3,0,male,22.0,0,0,350045,$7.80 ,,S,,,"Sweden Worcester, MA"
691,3,0,male,35.0,0,0,364512,$8.05 ,,S,,,"Broomfield, Chelmsford, England"
692,3,0,female,18.5,0,0,329944,$7.28 ,,Q,,299.0,"Co Cork, Ireland Roxbury, MA"
693,3,1,male,21.0,0,0,330920,$7.82 ,,Q,13,,"Kingwilliamstown, Co Cork, Ireland New York, NY"
694,3,0,male,19.0,0,0,365222,$6.75 ,,Q,,,"Co Cork, Ireland Charlestown, MA"
695,3,0,female,18.0,0,0,330963,$7.88 ,,Q,,,"Co Sligo, Ireland New York, NY"
696,3,0,female,21.0,0,0,315087,$8.66 ,,S,,,
697,3,0,female,30.0,0,0,315084,$8.66 ,,S,,,
698,3,0,male,18.0,0,0,315091,$8.66 ,,S,,,
699,3,0,male,38.0,0,0,315089,$8.66 ,,S,,,Croatia
700,3,0,male,17.0,0,0,315093,$8.66 ,,S,,,
701,3,0,male,17.0,0,0,315086,$8.66 ,,S,,,
702,3,0,female,21.0,0,0,364846,$7.75 ,,Q,,,
703,3,0,male,21.0,0,0,364858,$7.75 ,,Q,,,"Ireland Philadelphia, PA"
704,3,0,male,21.0,0,0,A./5. 2152,$8.05 ,,S,,,
705,3,0,male,,1,0,2689,$14.46 ,,C,,,"Ottawa, ON"
706,3,0,female,,1,0,2689,$14.46 ,,C,,,"Ottawa, ON"
707,3,0,male,28.0,0,0,350042,$7.80 ,,S,,,"Dagsas, Sweden Fower, MN"
708,3,0,male,24.0,0,0,350409,$7.85 ,,S,,,"Goteborg, Sweden Huntley, IL"
709,3,1,female,16.0,0,0,367231,$7.75 ,,Q,16,,"Co Longford, Ireland New York, NY"
710,3,0,female,37.0,0,0,368364,$7.75 ,,Q,,,"Co Sligo, Ireland Hartford, CT"
711,3,0,male,28.0,0,0,392095,$7.25 ,,S,,,"St Denys, Southampton, Hants"
712,3,0,male,24.0,0,0,343275,$8.05 ,,S,,,London
713,3,0,male,21.0,0,0,A/5. 13032,$7.73 ,,Q,,,"Ireland New York, NY"
714,3,1,male,32.0,0,0,1601,$56.50 ,,S,C,,"Hong Kong New York, NY"
715,3,0,male,29.0,0,0,343276,$8.05 ,,S,,,
716,3,0,male,26.0,1,0,2680,$14.45 ,,C,,,Greece
717,3,0,male,18.0,1,0,2680,$14.45 ,,C,,,Greece
718,3,0,male,20.0,0,0,SOTON/O.Q. 3101307,$7.05 ,,S,,,Portugal
719,3,1,male,18.0,0,0,A/5 3540,$8.05 ,,S,12,,"London Brooklyn, NY"
720,3,0,male,24.0,0,0,371109,$7.25 ,,Q,,,"Co Limerick, Ireland Sherbrooke, PQ"
721,3,0,male,36.0,0,0,349210,$7.50 ,,S,,,"Bulgaria Chicago, IL"
722,3,0,male,24.0,0,0,349209,$7.50 ,,S,,,
723,3,0,male,31.0,0,0,21332,$7.73 ,,Q,,,"Philadelphia, PA"
724,3,0,male,31.0,0,0,335097,$7.75 ,,Q,,,"Ireland Brooklyn, NY"
725,3,1,female,22.0,0,0,370373,$7.75 ,,Q,13,,Ireland
726,3,0,female,30.0,0,0,330972,$7.63 ,,Q,,,Ireland
727,3,0,male,70.5,0,0,370369,$7.75 ,,Q,,171.0,
728,3,0,male,43.0,0,0,A/5 3536,$8.05 ,,S,,,
729,3,0,male,35.0,0,0,349230,$7.90 ,,S,,,Austria
730,3,0,male,27.0,0,0,349229,$7.90 ,,S,,,Austria
731,3,0,male,19.0,0,0,349231,$7.90 ,,S,,,Austria
732,3,0,male,30.0,0,0,SOTON/OQ 392090,$8.05 ,,S,,,London
733,3,1,male,9.0,1,1,C.A. 37671,$15.90 ,,S,2,,"England Brooklyn, NY"
734,3,1,male,3.0,1,1,C.A. 37671,$15.90 ,,S,2,,"England Brooklyn, NY"
735,3,1,female,36.0,0,2,C.A. 37671,$15.90 ,,S,2,,"England Brooklyn, NY"
736,3,0,male,59.0,0,0,364500,$7.25 ,,S,,,"Merrill, WI"
737,3,0,male,19.0,0,0,S.P. 3464,$8.16 ,,S,,,"Bristol, England Cleveland, OH"
738,3,1,female,17.0,0,1,371362,$16.10 ,,S,12,,"Bournemouth, England Newark, NJ"
739,3,0,male,44.0,0,1,371362,$16.10 ,,S,,,"Bournemouth, England Newark, NJ"
740,3,0,male,17.0,0,0,315090,$8.66 ,,S,,,Austria-Hungary
741,3,0,male,22.5,0,0,2698,$7.23 ,,C,,9.0,
742,3,1,male,45.0,0,0,7598,$8.05 ,,S,15,,"Australia Fingal, ND"
743,3,0,female,22.0,0,0,7552,$10.52 ,,S,,,"Norrlot, Sweden Chicago, IL"
744,3,0,male,19.0,0,0,349228,$10.17 ,,S,,,Austria
745,3,1,female,30.0,0,0,382650,$6.95 ,,Q,15,,"Co Athlone, Ireland New York, NY"
746,3,1,male,29.0,0,0,382651,$7.75 ,,Q,13 15 B,,"Co Athlone, Ireland New York, NY"
747,3,0,male,0.3333,0,2,347080,$14.40 ,,S,,,"Stanton, IA"
748,3,0,male,34.0,1,1,347080,$14.40 ,,S,,197.0,"Stanton, IA"
749,3,0,female,28.0,1,1,347080,$14.40 ,,S,,,"Stanton, IA"
750,3,0,male,27.0,0,0,349219,$7.90 ,,S,,,"Bulgaria Chicago, IL"
751,3,0,male,25.0,0,0,349203,$7.90 ,,S,,,"Bulgaria Chicago, IL"
752,3,0,male,24.0,2,0,A/4 48871,$24.15 ,,S,,,"West Bromwich, England Pontiac, MI"
753,3,0,male,22.0,0,0,SC/A4 23568,$8.05 ,,S,,,
754,3,0,male,21.0,2,0,A/4 48871,$24.15 ,,S,,,"West Bromwich, England Pontiac, MI"
755,3,0,male,17.0,2,0,A/4 48873,$8.05 ,,S,,,"West Bromwich, England Pontiac, MI"
756,3,0,male,,1,0,386525,$16.10 ,,S,,,"Liverpool, England Bedford, OH"
757,3,1,female,,1,0,386525,$16.10 ,,S,16,,"Liverpool, England Bedford, OH"
758,3,1,male,36.5,1,0,345572,$17.40 ,,S,15,,"Tampico, MT"
759,3,1,female,36.0,1,0,345572,$17.40 ,,S,13,,"Tampico, MT"
760,3,1,male,30.0,0,0,345774,$9.50 ,,S,11,,"Belgium Detroit, MI"
761,3,0,male,16.0,0,0,345778,$9.50 ,,S,,,
762,3,1,male,1.0,1,2,C.A. 2315,$20.58 ,,S,10,,"Devon, England Wichita, KS"
763,3,1,female,0.1667,1,2,C.A. 2315,$20.58 ,,S,10,,"Devon, England Wichita, KS"
764,3,0,male,26.0,1,2,C.A. 2315,$20.58 ,,S,,,"Devon, England Wichita, KS"
765,3,1,female,33.0,1,2,C.A. 2315,$20.58 ,,S,10,,"Devon, England Wichita, KS"
766,3,0,male,25.0,0,0,349250,$7.90 ,,S,,,
767,3,0,male,,0,0,349238,$7.90 ,,S,,,
768,3,0,male,,0,0,349225,$7.90 ,,S,,,"Bulgaria Coon Rapids, IA"
769,3,0,male,22.0,0,0,A/5 21172,$7.25 ,,S,,,
770,3,0,male,36.0,0,0,A/5 21175,$7.25 ,,S,,,
771,3,1,female,19.0,0,0,330958,$7.88 ,,Q,C,,"Kilmacowen, Co Sligo, Ireland New York, NY"
772,3,0,male,17.0,0,0,349232,$7.90 ,,S,,,
773,3,0,male,42.0,0,0,315088,$8.66 ,,S,,,
774,3,0,male,43.0,0,0,349226,$7.90 ,,S,,,
775,3,0,male,,0,0,2686,$7.23 ,,C,,,
776,3,0,male,32.0,0,0,370376,$7.75 ,,Q,,,"Ireland New York, NY"
777,3,1,male,19.0,0,0,A/5. 10482,$8.05 ,,S,B,,"England Oglesby, IL"
778,3,1,female,30.0,0,0,364516,$12.48 ,,S,13,,"Union Hill, NJ"
779,3,0,female,24.0,0,0,368702,$7.75 ,,Q,,,"Ireland New York, NY"
780,3,1,female,23.0,0,0,SOTON/OQ 392083,$8.05 ,,S,,,"London New York, NY"
781,3,0,male,33.0,0,0,349241,$7.90 ,,C,,51.0,"Austria Niagara Falls, NY"
782,3,0,male,65.0,0,0,336439,$7.75 ,,Q,,,
783,3,1,male,24.0,0,0,S.O./P.P. 752,$7.55 ,,S,D,,"England Albion, NY"
784,3,0,male,23.0,1,0,347072,$13.90 ,,S,,,"West Haven, CT"
785,3,1,female,22.0,1,0,347072,$13.90 ,,S,16,,"West Haven, CT"
786,3,0,male,18.0,0,0,349912,$7.78 ,,S,,,"Tofta, Sweden Joliet, IL"
787,3,0,male,16.0,0,0,347074,$7.78 ,,S,,,"Karberg, Sweden Jerome Junction, AZ"
788,3,0,male,45.0,0,0,347061,$6.98 ,,S,,,"Effington Rut, SD"
789,3,0,male,,0,0,2674,$7.23 ,,C,,,
790,3,0,male,39.0,0,2,2675,$7.23 ,,C,,,"Syria Ottawa, ON"
791,3,0,male,17.0,1,1,2690,$7.23 ,,C,,,
792,3,0,male,15.0,1,1,2695,$7.23 ,,C,,,Syria
793,3,0,male,47.0,0,0,A/5 3902,$7.25 ,,S,,,"Illinois, USA"
794,3,1,female,5.0,0,0,364516,$12.48 ,,S,13,,"New York, NY"
795,3,0,male,,0,0,2631,$7.23 ,,C,,,
796,3,0,male,40.5,0,0,C.A. 6212,$15.10 ,,S,,187.0,
797,3,0,male,40.5,0,0,367232,$7.75 ,,Q,,68.0,"Aughnacliff, Co Longford, Ireland New York, NY"
798,3,1,male,,0,0,SOTON/O.Q. 3101308,$7.05 ,,S,15,,"Italy Philadelphia, PA"
799,3,0,male,18.0,0,0,350036,$7.80 ,,S,,,
800,3,0,female,,0,0,364859,$7.75 ,,Q,,,
801,3,0,male,,0,0,364851,$7.75 ,,Q,,,
802,3,0,male,,0,0,368323,$6.95 ,,Q,,,
803,3,0,male,26.0,0,0,330910,$7.88 ,,Q,,,"Ireland Chicago, IL"
804,3,0,male,,0,0,365235,$7.75 ,,Q,,,Ireland
805,3,1,male,,0,0,1601,$56.50 ,,S,13,,"Hong Kong New York, NY"
806,3,0,female,21.0,2,2,W./C. 6608,$34.38 ,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
807,3,0,female,9.0,2,2,W./C. 6608,$34.38 ,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
808,3,0,male,,0,0,A/5 1478,$8.05 ,,S,,,"Bridgwater, Somerset, England"
809,3,0,male,18.0,2,2,W./C. 6608,$34.38 ,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
810,3,0,male,16.0,1,3,W./C. 6608,$34.38 ,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
811,3,0,female,48.0,1,3,W./C. 6608,$34.38 ,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
812,3,0,male,,0,0,368573,$7.75 ,,Q,,,"Ireland New York, NY"
813,3,0,male,,0,0,SOTON/O.Q. 3101314,$7.25 ,,S,,,
814,3,0,male,25.0,0,0,36864,$7.74 ,,Q,,,"New York, NY"
815,3,0,male,,0,0,358585,$14.50 ,,S,,,
816,3,0,male,,0,0,349254,$7.90 ,,C,,,
817,3,0,male,22.0,0,0,14973,$8.05 ,,S,,47.0,
818,3,1,female,16.0,0,0,35851,$7.73 ,,Q,16,,"Co Longford, Ireland New York, NY"
819,3,1,female,,0,0,335677,$7.75 ,,Q,13,,"Co Clare, Ireland Washington, DC"
820,3,1,male,9.0,0,2,363291,$20.53 ,,S,C D,,"Strood, Kent, England Detroit, MI"
821,3,0,male,33.0,1,1,363291,$20.53 ,,S,,,"Strood, Kent, England Detroit, MI"
822,3,0,male,41.0,0,0,SOTON/O.Q. 3101263,$7.85 ,,S,,,"Philadelphia, PA"
823,3,1,female,31.0,1,1,363291,$20.53 ,,S,C D,,"Strood, Kent, England Detroit, MI"
824,3,0,male,38.0,0,0,SOTON/O.Q. 3101306,$7.05 ,,S,,,Portugal
825,3,0,male,9.0,5,2,CA 2144,$46.90 ,,S,,,"Wiltshire, England Niagara Falls, NY"
826,3,0,male,1.0,5,2,CA 2144,$46.90 ,,S,,,"Wiltshire, England Niagara Falls, NY"
827,3,0,male,11.0,5,2,CA 2144,$46.90 ,,S,,,"Wiltshire, England Niagara Falls, NY"
828,3,0,female,10.0,5,2,CA 2144,$46.90 ,,S,,,"Wiltshire, England Niagara Falls, NY"
829,3,0,female,16.0,5,2,CA 2144,$46.90 ,,S,,,"Wiltshire, England Niagara Falls, NY"
830,3,0,male,14.0,5,2,CA 2144,$46.90 ,,S,,,"Wiltshire, England Niagara Falls, NY"
831,3,0,male,40.0,1,6,CA 2144,$46.90 ,,S,,,"Wiltshire, England Niagara Falls, NY"
832,3,0,female,43.0,1,6,CA 2144,$46.90 ,,S,,,"Wiltshire, England Niagara Falls, NY"
833,3,0,male,51.0,0,0,21440,$8.05 ,,S,,,"Dorking, Surrey, England"
834,3,0,male,32.0,0,0,8471,$8.36 ,,S,,,"Foresvik, Norway Portland, ND"
835,3,0,male,,0,0,376563,$8.05 ,,S,,,
836,3,0,male,20.0,0,0,7534,$9.85 ,,S,,,"Waukegan, Chicago, IL"
837,3,0,male,37.0,2,0,3101276,$7.93 ,,S,,98.0,"Ruotsinphytaa, Finland New York, NY"
838,3,0,male,28.0,2,0,3101277,$7.93 ,,S,,,"Ruotsinphytaa, Finland New York, NY"
839,3,0,male,19.0,0,0,347069,$7.78 ,,S,,,"Myren, Sweden New York, NY"
840,3,0,female,24.0,0,0,349236,$8.85 ,,S,,,
841,3,0,female,17.0,0,0,AQ/3. 30631,$7.73 ,,Q,,,
842,3,0,male,,1,0,65303,$19.97 ,,S,,,
843,3,0,male,,1,0,65304,$19.97 ,,S,,,
844,3,0,male,28.0,1,0,STON/O2. 3101279,$15.85 ,,S,,,
845,3,1,female,24.0,1,0,STON/O2. 3101279,$15.85 ,,S,15,,
846,3,0,male,20.0,0,0,345769,$9.50 ,,S,,,
847,3,0,male,23.5,0,0,2693,$7.23 ,,C,,188.0,
848,3,0,male,41.0,2,0,350026,$14.11 ,,S,,,
849,3,0,male,26.0,1,0,350025,$7.85 ,,S,,,
850,3,0,male,21.0,0,0,350029,$7.85 ,,S,,69.0,
851,3,1,female,45.0,1,0,350026,$14.11 ,,S,11,,
852,3,0,female,,0,0,W./C. 6609,$7.55 ,,S,,,
853,3,0,male,25.0,0,0,374887,$7.25 ,,S,B,,
854,3,0,male,,0,0,394140,$6.86 ,,Q,,,
855,3,0,male,11.0,0,0,2699,$18.79 ,,C,,,
856,3,1,female,,0,0,370375,$7.75 ,,Q,16,,
857,3,1,male,27.0,0,0,347089,$6.98 ,,S,15,,
858,3,1,male,,0,0,1601,$56.50 ,,S,C,,
859,3,0,female,18.0,0,0,365226,$6.75 ,,Q,,,
860,3,1,female,26.0,0,0,STON/O2. 3101282,$7.93 ,,S,,,
861,3,0,female,23.0,0,0,STON/O2. 3101290,$7.93 ,,S,,,
862,3,1,female,22.0,0,0,7548,$8.96 ,,S,C,,
863,3,0,male,28.0,0,0,349243,$7.90 ,,S,,306.0,
864,3,0,female,28.0,0,0,347086,$7.78 ,,S,,,
865,3,0,female,,0,0,382649,$7.75 ,,Q,,,
866,3,1,female,2.0,0,1,3101298,$12.29 ,,S,15,,
867,3,1,female,22.0,1,1,3101298,$12.29 ,,S,15,,
868,3,0,male,43.0,0,0,C 7075,$6.45 ,,S,,,
869,3,0,male,28.0,0,0,C 4001,$22.53 ,,S,,,
870,3,1,female,27.0,0,0,STON/O2. 3101283,$7.93 ,,S,,,
871,3,0,male,,0,0,370377,$7.75 ,,Q,,,
872,3,1,female,,0,0,A. 2. 39186,$8.05 ,,S,C,,
873,3,0,male,42.0,0,0,348121,$7.65 ,F G63,S,,120.0,
874,3,1,male,,0,0,3470,$7.89 ,,S,C,,
875,3,0,male,30.0,0,0,2685,$7.23 ,,C,,,
876,3,0,male,,0,0,349220,$7.90 ,,S,,,
877,3,0,female,27.0,1,0,STON/O2. 3101270,$7.93 ,,S,,,
878,3,0,female,25.0,1,0,STON/O2. 3101271,$7.93 ,,S,,,
879,3,0,male,,0,0,349201,$7.90 ,,S,,,
880,3,1,male,29.0,0,0,349240,$7.90 ,,C,15,,
881,3,1,male,21.0,0,0,350034,$7.80 ,,S,A,,
882,3,0,male,,0,0,SOTON/O.Q. 3101305,$7.05 ,,S,,,
883,3,0,male,20.0,0,0,350050,$7.85 ,,S,,,
884,3,0,male,48.0,0,0,350047,$7.85 ,,S,,,
885,3,0,male,17.0,1,0,350048,$7.05 ,,S,,,
886,3,1,female,,0,0,14313,$7.75 ,,Q,D,,
887,3,1,male,,0,0,65306,$8.11 ,,S,13,,
888,3,0,male,34.0,0,0,3101264,$6.50 ,,S,,143.0,
889,3,1,male,26.0,0,0,347070,$7.78 ,,S,15,,
890,3,0,male,22.0,0,0,350052,$7.80 ,,S,,156.0,
891,3,0,male,33.0,0,0,7540,$8.65 ,,S,,285.0,
892,3,0,male,31.0,0,0,347063,$7.78 ,,S,,,
893,3,0,male,29.0,0,0,347467,$7.85 ,,S,,,
894,3,1,male,4.0,1,1,347742,$11.13 ,,S,15,,
895,3,1,female,1.0,1,1,347742,$11.13 ,,S,15,,
896,3,0,male,49.0,0,0,LINE,$0.00 ,,S,,,
897,3,0,male,33.0,0,0,347062,$7.78 ,,S,,37.0,
898,3,0,male,19.0,0,0,LINE,$0.00 ,,S,,,
899,3,1,female,27.0,0,2,347742,$11.13 ,,S,15,,
900,3,0,male,,1,2,W./C. 6607,$23.45 ,,S,,,
901,3,0,female,,1,2,W./C. 6607,$23.45 ,,S,,,
902,3,0,male,,1,2,W./C. 6607,$23.45 ,,S,,,
903,3,0,female,,1,2,W./C. 6607,$23.45 ,,S,,,
904,3,0,male,23.0,0,0,349204,$7.90 ,,S,,,
905,3,1,male,32.0,0,0,350417,$7.85 ,,S,15,,
906,3,0,male,27.0,0,0,350408,$7.85 ,,S,,,
907,3,0,female,20.0,1,0,4136,$9.83 ,,S,,,
908,3,0,female,21.0,1,0,4137,$9.83 ,,S,,,
909,3,1,male,32.0,0,0,STON/O 2. 3101286,$7.93 ,,S,15,,
910,3,0,male,17.0,0,0,STON/O 2. 3101274,$7.13 ,,S,,,
911,3,0,male,21.0,0,0,8475,$8.43 ,,S,,,
912,3,0,male,30.0,0,0,349246,$7.90 ,,S,,,
913,3,1,male,21.0,0,0,350053,$7.80 ,,S,13,,
914,3,0,male,33.0,0,0,347465,$7.85 ,,S,,,
915,3,0,male,22.0,0,0,350060,$7.52 ,,S,,,
916,3,1,female,4.0,0,1,349256,$13.42 ,,C,15,,
917,3,1,male,39.0,0,1,349256,$13.42 ,,C,15,,
918,3,0,male,,0,0,2700,$7.23 ,,C,,,
919,3,0,male,18.5,0,0,2682,$7.23 ,,C,,58.0,
920,3,0,male,,0,0,12460,$7.75 ,,Q,,,
921,3,0,male,,0,0,323592,$7.25 ,,S,A,,
922,3,1,female,,0,0,9234,$7.75 ,,Q,16,,
923,3,1,female,,0,0,14312,$7.75 ,,Q,D,,
924,3,0,male,34.5,0,0,330911,$7.83 ,,Q,,70.0,
925,3,0,male,44.0,0,0,363592,$8.05 ,,S,,,
926,3,1,male,,0,0,368783,$7.75 ,,Q,,,
927,3,0,male,,1,0,2660,$14.45 ,,C,,,
928,3,0,female,,1,0,2660,$14.45 ,,C,,,
929,3,0,male,,1,0,367227,$7.75 ,,Q,,,
930,3,0,male,,1,0,367229,$7.75 ,,Q,,,
931,3,0,male,,0,0,36865,$7.74 ,,Q,,,
932,3,0,female,22.0,2,0,315152,$8.66 ,,S,,,
933,3,0,male,26.0,2,0,315151,$8.66 ,,S,,,
934,3,1,female,4.0,0,2,315153,$22.03 ,,S,2,,
935,3,1,male,29.0,3,1,315153,$22.03 ,,S,2,,
936,3,1,female,26.0,1,1,315153,$22.03 ,,S,2,,
937,3,0,female,1.0,1,1,350405,$12.18 ,,S,,,
938,3,0,male,18.0,1,1,350404,$7.85 ,,S,,,
939,3,0,female,36.0,0,2,350405,$12.18 ,,S,,,
940,3,0,male,,0,0,349253,$7.90 ,,C,,,
941,3,1,male,25.0,0,0,2654,$7.23 ,F E57,C,10,,
942,3,0,male,,0,0,2624,$7.23 ,,C,,,
943,3,0,female,37.0,0,0,4135,$9.59 ,,S,,,
944,3,0,male,,0,0,349217,$7.90 ,,S,,,
945,3,1,male,,0,0,1601,$56.50 ,,S,C,,
946,3,0,male,,0,0,1601,$56.50 ,,S,,,
947,3,1,female,22.0,0,0,C 7077,$7.25 ,,S,13,,
948,3,0,male,,0,0,7935,$7.75 ,,Q,,,
949,3,1,male,26.0,0,0,1601,$56.50 ,,S,14,,
950,3,0,male,29.0,0,0,7545,$9.48 ,,S,,,
951,3,0,male,29.0,0,0,347067,$7.78 ,,S,,,
952,3,0,male,22.0,0,0,347065,$7.78 ,,S,,,
953,3,1,male,22.0,0,0,2620,$7.23 ,,C,6,,
954,3,0,male,,3,1,4133,$25.47 ,,S,,,
955,3,0,female,,3,1,4133,$25.47 ,,S,,,
956,3,0,female,,3,1,4133,$25.47 ,,S,,,
957,3,0,female,,3,1,4133,$25.47 ,,S,,,
958,3,0,female,,0,4,4133,$25.47 ,,S,,,
959,3,0,male,32.0,0,0,STON/O 2. 3101292,$7.93 ,,S,,,
960,3,0,male,34.5,0,0,2683,$6.44 ,,C,,196.0,
961,3,0,female,,1,0,370371,$15.50 ,,Q,,,
962,3,0,male,,1,0,370371,$15.50 ,,Q,,,
963,3,0,male,36.0,0,0,LINE,$0.00 ,,S,,,
964,3,0,male,39.0,0,0,A/4 48871,$24.15 ,,S,,,
965,3,0,male,24.0,0,0,345781,$9.50 ,,S,,,
966,3,0,female,25.0,0,0,347071,$7.78 ,,S,,,
